"PAGE TITLE","PAGE URL","LINK TEXT","LINK URL","TARGET TITLE"
"Page Moved","/disability-benefits/conditions/exposure-to-hazardous-materials/asbestos","/disability/eligibility/hazardous-materials-exposure/asbestos/","/disability/eligibility/hazardous-materials-exposure/asbestos/","Asbestos: VA.gov"
"Page Moved","/disability-benefits/conditions/exposure-to-hazardous-materials/birth-defects","/disability/eligibility/special-claims/birth-defects/","/disability/eligibility/special-claims/birth-defects/","Birth Defects (Spina Bifida): VA.gov"
"Page Moved","/disability-benefits/conditions/exposure-to-hazardous-materials/contaminated-drinking-water-at-camp-lejeune","/disability/eligibility/hazardous-materials-exposure/camp-lejeune-water-contamination/","/disability/eligibility/hazardous-materials-exposure/camp-lejeune-water-contamination/","Contaminated Drinking Water at Camp Lejeune: VA.gov"
"Page Moved","/disability-benefits/conditions/exposure-to-hazardous-materials/gulf-war-illness","/disability/eligibility/hazardous-materials-exposure/gulf-war-illness-southwest-asia/","/disability/eligibility/hazardous-materials-exposure/gulf-war-illness-southwest-asia/","Gulf War Illness: VA.gov"
"Page Moved","/disability-benefits/conditions/exposure-to-hazardous-materials/gulf-war-illness-from-service-in-afghanistan","/disability/eligibility/hazardous-materials-exposure/gulf-war-illness-afghanistan/","/disability/eligibility/hazardous-materials-exposure/gulf-war-illness-afghanistan/","Gulf War Illness from Service in Afghanistan: VA.gov"
"Page Moved","/disability-benefits/conditions/exposure-to-hazardous-materials","/disability/eligibility/hazardous-materials-exposure/","/disability/eligibility/hazardous-materials-exposure/","Contact with Harmful Chemicals or Other Hazardous Materials: VA.gov"
"Page Moved","/disability-benefits/conditions/exposure-to-hazardous-materials/mustard-gas","/disability/eligibility/hazardous-materials-exposure/mustard-gas-lewisite/","/disability/eligibility/hazardous-materials-exposure/mustard-gas-lewisite/","Contact with Mustard Gas or Lewisite: VA.gov"
"Page Moved","/disability-benefits/conditions/exposure-to-hazardous-materials/project112-SHAD","/disability/eligibility/hazardous-materials-exposure/project-112-shad/","/disability/eligibility/hazardous-materials-exposure/project-112-shad/","Project 112/SHAD: VA.gov"
"Page Moved","/disability-benefits/conditions/exposure-to-hazardous-materials/radiation-exposure","/disability/eligibility/hazardous-materials-exposure/ionizing-radiation/","/disability/eligibility/hazardous-materials-exposure/ionizing-radiation/","Radiation Exposure: VA.gov"
"Page Moved","/disability-benefits/conditions/exposure-to-hazardous-materials/specific-environmental-hazards","/disability/eligibility/hazardous-materials-exposure/specific-environmental-hazards/","/disability/eligibility/hazardous-materials-exposure/specific-environmental-hazards/","Specific Environmental Hazards: VA.gov"
"Page Moved","/disability-benefits/conditions","/disability/eligibility/","/disability/eligibility/","Disability Benefits Eligibility: VA.gov"
"Page Moved","/disability-benefits/conditions/pow","/disability/eligibility/former-pows/","/disability/eligibility/former-pows/","Disability Benefits for Former Prisoners of War (POWs): VA.gov"
"Page Moved","/disability-benefits/conditions/ptsd","/disability/eligibility/ptsd/","/disability/eligibility/ptsd/","Posttraumatic Stress Disorder (PTSD): VA.gov"
"Page Moved","/disability-benefits/conditions/special-claims/automobile","/disability/eligibility/special-claims/automobile-allowance-adaptive-equipment/","/disability/eligibility/special-claims/automobile-allowance-adaptive-equipment/","Auto Allowance and Adaptive Equipment: VA.gov"
"Page Moved","/disability-benefits/conditions/special-claims/clothing","/disability/eligibility/special-claims/clothing-allowance/","/disability/eligibility/special-claims/clothing-allowance/","Replacing Damaged Clothing: VA.gov"
"Page Moved","/disability-benefits/conditions/special-claims/convalescence","/disability/eligibility/special-claims/temporary-increase-after-surgery-or-cast/","/disability/eligibility/special-claims/temporary-increase-after-surgery-or-cast/","Recovery from Surgery or an Immobilizing Disability (Convalescence): VA.gov"
"Page Moved","/disability-benefits/conditions/special-claims/dentistry","/disability/eligibility/special-claims/dental-care/","/disability/eligibility/special-claims/dental-care/","Dental Care: VA.gov"
"Page Moved","/disability-benefits/conditions/special-claims/hospitalization","/disability/eligibility/special-claims/temporary-increase-for-time-in-hospital/","/disability/eligibility/special-claims/temporary-increase-for-time-in-hospital/","Time Spent in a Hospital: VA.gov"
"Page Moved","/disability-benefits/conditions/special-claims","/disability/eligibility/special-claims/","/disability/eligibility/special-claims/","Special Claims: VA.gov"
"Page Moved","/disability-benefits/conditions/special-claims/individual-unemployability","/disability/eligibility/special-claims/unemployability/","/disability/eligibility/special-claims/unemployability/","Being Unable to Work (Individual Unemployability): VA.gov"
"Page Moved","/disability-benefits/conditions/special-claims/prestabilization","/disability/eligibility/special-claims/temporary-rating-prestabilization/","/disability/eligibility/special-claims/temporary-rating-prestabilization/","Immediate Help for Temporary Disability Needs (Prestabilization): VA.gov"
"Page Moved","/disability-benefits/conditions/special-claims/title-38-USC-1151","/disability/eligibility/special-claims/1151-claims-title-38/","/disability/eligibility/special-claims/1151-claims-title-38/","Title 38 U.S.C. 1151 Claims: VA.gov"
"Page Moved","/disability-benefits/eligibility","/disability/eligibility/","/disability/eligibility/","Disability Benefits Eligibility: VA.gov"
"Page Moved","/disability-benefits/eligibility/one-year","/disability/eligibility/illnesses-within-one-year-of-discharge/","/disability/eligibility/illnesses-within-one-year-of-discharge/","Disabilities That Appear within 1 Year after Discharge: VA.gov"
"Page Moved","/disability-benefits/eligibility/ratings","/disability/about-disability-ratings/","/disability/about-disability-ratings/","How VA Assigns Disability Ratings: VA.gov"
"Page Moved","/disability-benefits","/disability/","/disability/","VA Disability Compensation: VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","Skip to Content","#content","Skip to Content"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","update your browser","https://whatbrowser.org/","External Link"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","/img/header-logo.png","/","VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","Home","/","VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","Discharge Upgrade","/discharge-upgrade-instructions","How to Apply for a Discharge Upgrade: VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","Request Military Records","/records/get-military-service-records","Get Your Military Service Records (including DD214): VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","Get VA Medical Records","/health-care/get-medical-records/","Get Your VA Medical Records Online: VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","Types of Veteran ID Cards","/records/get-veteran-id-cards","Types of Veteran ID Cards: VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","Download VA Benefit Letters","/records/download-va-letters","Download VA Benefit Letters: VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","Learn How to Apply for a Home Loan COE","/housing-assistance/home-loans/how-to-apply/","How to Apply for Your COE: VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","Discharge Upgrade","/discharge-upgrade-instructions","How to Apply for a Discharge Upgrade: VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","View VA Payment History","/va-payment-history","View Your VA Payment History: VA.gov"
"How to Apply for a Discharge Upgrade: VA.gov","/discharge-upgrade-instructions","Search Historical Military Records","https://www.archives.gov/","External Link"
"Page Moved","/download-va-letters/letters","/records/download-va-letters/letters/","/records/download-va-letters/letters/","Download VA Letters and Documents: VA.gov"
"VA.gov: VA.gov","/dummy-placeholder","Skip to Content","#content","Skip to Content"
"VA.gov: VA.gov","/dummy-placeholder","update your browser","https://whatbrowser.org/","External Link"
"VA.gov: VA.gov","/dummy-placeholder","/img/header-logo.png","/","VA.gov"
"VA.gov: VA.gov","/dummy-placeholder","Find a VA health facility, benefit office, or cemetery","/facilities","Facility Locator: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Skip to Content","#content","Skip to Content"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","update your browser","https://whatbrowser.org/","External Link"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","/img/header-logo.png","/","VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Home","/","VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Education and Training","/education","VA Education and Training Benefits: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","GI Bill","/education/about-gi-bill-benefits","GI Bill: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Co-op Training","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Co-op Training: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Undergraduate and Graduate Degrees","/education/about-gi-bill-benefits/how-to-use-benefits/undergraduate-graduate-programs","Undergraduate and Graduate Degrees: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Foreign Programs","/education/about-gi-bill-benefits/how-to-use-benefits/study-at-foreign-schools","Foreign Programs: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Independent and Distance Learning","/education/about-gi-bill-benefits/how-to-use-benefits/online-distance-learning","Independent and Distance Learning: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Correspondence Training","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Correspondence Training: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Tutorial Assistance","/education/about-gi-bill-benefits/how-to-use-benefits/tutor-assistance","Tutorial Assistance: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Test Fees","/education/about-gi-bill-benefits/how-to-use-benefits/test-fees","Get Paid Back for Test Fees: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Non-College Degree Programs","/education/about-gi-bill-benefits/how-to-use-benefits/non-college-degree-programs","Non-College Degree Programs: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","High-Tech Programs","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Accelerated Payments for High-Technology Programs: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Flight Training","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Flight Training: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Entrepreneurship Training","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Entrepreneurship Training: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Work Study","/education/about-gi-bill-benefits/how-to-use-benefits/work-study","Work Study: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Co-op Training","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Co-op Training: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","On-the-Job Training","/education/about-gi-bill-benefits/how-to-use-benefits/on-the-job-training-apprenticeships","On-the-Job Training and Apprenticeships: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Tuition Assistance Top-Up","/education/about-gi-bill-benefits/how-to-use-benefits/tuition-assistance-top-up","Tuition Assistance Top-Up: VA.gov"
"Co-op Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","View current payment rates","https://www.benefits.va.gov/gibill/resources/benefits_resources/rate_tables.asp","External Link"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Skip to Content","#content","Skip to Content"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","update your browser","https://whatbrowser.org/","External Link"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","/img/header-logo.png","/","VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Home","/","VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Education and Training","/education","VA Education and Training Benefits: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","GI Bill","/education/about-gi-bill-benefits","GI Bill: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Correspondence Training","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Correspondence Training: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Undergraduate and Graduate Degrees","/education/about-gi-bill-benefits/how-to-use-benefits/undergraduate-graduate-programs","Undergraduate and Graduate Degrees: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Foreign Programs","/education/about-gi-bill-benefits/how-to-use-benefits/study-at-foreign-schools","Foreign Programs: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Independent and Distance Learning","/education/about-gi-bill-benefits/how-to-use-benefits/online-distance-learning","Independent and Distance Learning: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Correspondence Training","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Correspondence Training: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Tutorial Assistance","/education/about-gi-bill-benefits/how-to-use-benefits/tutor-assistance","Tutorial Assistance: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Test Fees","/education/about-gi-bill-benefits/how-to-use-benefits/test-fees","Get Paid Back for Test Fees: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Non-College Degree Programs","/education/about-gi-bill-benefits/how-to-use-benefits/non-college-degree-programs","Non-College Degree Programs: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","High-Tech Programs","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Accelerated Payments for High-Technology Programs: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Flight Training","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Flight Training: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Entrepreneurship Training","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Entrepreneurship Training: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Work Study","/education/about-gi-bill-benefits/how-to-use-benefits/work-study","Work Study: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Co-op Training","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Co-op Training: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","On-the-Job Training","/education/about-gi-bill-benefits/how-to-use-benefits/on-the-job-training-apprenticeships","On-the-Job Training and Apprenticeships: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Tuition Assistance Top-Up","/education/about-gi-bill-benefits/how-to-use-benefits/tuition-assistance-top-up","Tuition Assistance Top-Up: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Apply for education benefits","/education/how-to-apply/","How to Apply for Education Benefits: VA.gov"
"Correspondence Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","View the current payment rates","https://www.benefits.va.gov/gibill/resources/benefits_resources/rate_tables.asp","External Link"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Skip to Content","#content","Skip to Content"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","update your browser","https://whatbrowser.org/","External Link"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","/img/header-logo.png","/","VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Home","/","VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Education and Training","/education","VA Education and Training Benefits: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","GI Bill","/education/about-gi-bill-benefits","GI Bill: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Entrepreneurship Training","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Entrepreneurship Training: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Undergraduate and Graduate Degrees","/education/about-gi-bill-benefits/how-to-use-benefits/undergraduate-graduate-programs","Undergraduate and Graduate Degrees: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Foreign Programs","/education/about-gi-bill-benefits/how-to-use-benefits/study-at-foreign-schools","Foreign Programs: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Independent and Distance Learning","/education/about-gi-bill-benefits/how-to-use-benefits/online-distance-learning","Independent and Distance Learning: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Correspondence Training","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Correspondence Training: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Tutorial Assistance","/education/about-gi-bill-benefits/how-to-use-benefits/tutor-assistance","Tutorial Assistance: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Test Fees","/education/about-gi-bill-benefits/how-to-use-benefits/test-fees","Get Paid Back for Test Fees: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Non-College Degree Programs","/education/about-gi-bill-benefits/how-to-use-benefits/non-college-degree-programs","Non-College Degree Programs: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","High-Tech Programs","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Accelerated Payments for High-Technology Programs: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Flight Training","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Flight Training: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Entrepreneurship Training","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Entrepreneurship Training: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Work Study","/education/about-gi-bill-benefits/how-to-use-benefits/work-study","Work Study: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Co-op Training","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Co-op Training: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","On-the-Job Training","/education/about-gi-bill-benefits/how-to-use-benefits/on-the-job-training-apprenticeships","On-the-Job Training and Apprenticeships: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Tuition Assistance Top-Up","/education/about-gi-bill-benefits/how-to-use-benefits/tuition-assistance-top-up","Tuition Assistance Top-Up: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","The Post-9/11 GI Bill","/education/about-gi-bill-benefits/post-9-11/","Post-9/11 GI Bill: VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Active Duty","/education/about-gi-bill-benefits/montgomery-active-duty/","Montgomery GI Bill Active Duty (MGIB-AD): VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Selected Reserve","/education/about-gi-bill-benefits/montgomery-selected-reserve/","Montgomery GI Bill Selected Reserve (MGIB-SR): VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","The Veterans’ Educational Assistance Program (VEAP)","/education/other-va-education-benefits/veap/","Veterans’ Educational Assistance Program (VEAP): VA.gov"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Contact your local VA Small Business Liaison","https://localhost/osdbu/about/contacts.asp","External Link"
"Entrepreneurship Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Find a conference or event","https://localhost/osdbu/library/events.asp","External Link"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Skip to Content","#content","Skip to Content"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","update your browser","https://whatbrowser.org/","External Link"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","/img/header-logo.png","/","VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Home","/","VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Education and Training","/education","VA Education and Training Benefits: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","GI Bill","/education/about-gi-bill-benefits","GI Bill: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Flight Training","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Flight Training: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Undergraduate and Graduate Degrees","/education/about-gi-bill-benefits/how-to-use-benefits/undergraduate-graduate-programs","Undergraduate and Graduate Degrees: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Foreign Programs","/education/about-gi-bill-benefits/how-to-use-benefits/study-at-foreign-schools","Foreign Programs: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Independent and Distance Learning","/education/about-gi-bill-benefits/how-to-use-benefits/online-distance-learning","Independent and Distance Learning: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Correspondence Training","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Correspondence Training: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Tutorial Assistance","/education/about-gi-bill-benefits/how-to-use-benefits/tutor-assistance","Tutorial Assistance: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Test Fees","/education/about-gi-bill-benefits/how-to-use-benefits/test-fees","Get Paid Back for Test Fees: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Non-College Degree Programs","/education/about-gi-bill-benefits/how-to-use-benefits/non-college-degree-programs","Non-College Degree Programs: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","High-Tech Programs","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Accelerated Payments for High-Technology Programs: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Flight Training","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Flight Training: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Entrepreneurship Training","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Entrepreneurship Training: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Work Study","/education/about-gi-bill-benefits/how-to-use-benefits/work-study","Work Study: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Co-op Training","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Co-op Training: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","On-the-Job Training","/education/about-gi-bill-benefits/how-to-use-benefits/on-the-job-training-apprenticeships","On-the-Job Training and Apprenticeships: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Tuition Assistance Top-Up","/education/about-gi-bill-benefits/how-to-use-benefits/tuition-assistance-top-up","Tuition Assistance Top-Up: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Learn about MGIB-AD","/education/about-gi-bill-benefits/montgomery-active-duty/","Montgomery GI Bill Active Duty (MGIB-AD): VA.gov"
